"filenames","NN_Pred_Median","Lower_Quantile_0.025","Upper_Quantile_0.975"
"SABL_COMBO2022_NIR0022G_PRD_865_102187615_O1",2.6755,2.2635,3.393
"SABL_COMBO2022_NIR0022G_PRD_866_102187616_O1",2.8733,2.4098,3.5811
"SABL_COMBO2022_NIR0022G_PRD_867_102187617_O1",2.4407,2.0029,3.0548
"SABL_COMBO2022_NIR0022G_PRD_868_102187618_O1",3.1938,2.5875,3.9654
"SABL_COMBO2022_NIR0022G_PRD_869_102187619_O1",6.4409,5.1409,8.0194
"SABL_COMBO2022_NIR0022G_PRD_870_102187620_O1",7.1139,5.6113,8.6239
"SABL_COMBO2022_NIR0022G_PRD_872_102187622_O1",5.428,4.6563,6.4998
"SABL_COMBO2022_NIR0022G_PRD_873_102187623_O1",2.1464,1.808,2.5879
"SABL_COMBO2022_NIR0022G_PRD_874_102187624_O1",2.3881,1.8184,3.0436
"SABL_COMBO2022_NIR0022G_PRD_875_102187625_O1",1.6461,1.2407,1.9686
"SABL_COMBO2022_NIR0022G_PRD_876_102187626_O1",2.1813,1.826,2.526
"SABL_COMBO2022_NIR0022G_PRD_877_102187627_O1",5.7385,4.7201,6.6676
"SABL_COMBO2022_NIR0022G_PRD_878_102187628_O1",3.269,2.4125,4.846
"SABL_COMBO2022_NIR0022G_PRD_879_102187629_O1",2.3275,1.9916,2.6908
"SABL_COMBO2022_NIR0022G_PRD_880_102187630_O1",6.2659,5.3623,7.2461
"SABL_COMBO2022_NIR0022G_PRD_881_102187631_O1",1.2169,0.9801,1.4885
"SABL_COMBO2022_NIR0022G_PRD_882_102187632_O1",1.2465,0.9519,1.4533
"SABL_COMBO2022_NIR0022G_PRD_883_102187633_O1",1.3865,1.1216,1.6427
"SABL_COMBO2022_NIR0022G_PRD_884_102187634_O1",1.0489,0.7916,1.2868
"SABL_COMBO2022_NIR0022G_PRD_885_102187635_O1",3.6176,2.8137,4.5896
"SABL_COMBO2022_NIR0022G_PRD_887_102187637_O1",3.0395,2.4264,3.8224
"SABL_COMBO2022_NIR0022G_PRD_888_102187638_O1",2.032,1.7539,2.3701
"SABL_COMBO2022_NIR0022G_PRD_889_102187639_O1",10.0727,8.0378,12.5194
"SABL_COMBO2022_NIR0022G_PRD_890_102187640_O1",32.5827,28.5027,36.1813
"SABL_COMBO2022_NIR0022G_PRD_891_102187641_O1",33.1668,29.3843,36.8497
"SABL_COMBO2022_NIR0022G_PRD_892_102187642_O1",15.2104,12.908,17.8796
"SABL_COMBO2022_NIR0022G_PRD_893_102187643_O1",41.0616,35.9505,46.2622
"SABL_COMBO2022_NIR0022G_PRD_894_102187644_O1",37.5724,32.6044,41.4493
"SABL_COMBO2022_NIR0022G_PRD_895_102187645_O1",16.5872,14.5884,19.3401
"SABL_COMBO2022_NIR0022G_PRD_896_102187646_O1",6.3563,5.4821,7.4871
"SABL_COMBO2022_NIR0022G_PRD_897_102187647_O1",47.902,43.8034,52.4475
"SABL_COMBO2022_NIR0022G_PRD_898_102187648_O1",4.1001,3.0183,5.0731
"SABL_COMBO2022_NIR0022G_PRD_899_102187649_O1",9.1429,7.6935,10.7403
"SABL_COMBO2022_NIR0022G_PRD_900_102187650_O1",6.2629,5.0229,7.4437
"SABL_COMBO2022_NIR0022G_PRD_901_102187651_O1",3.8348,3.1564,4.5589
"SABL_COMBO2022_NIR0022G_PRD_902_102187652_O1",8.7889,7.2553,10.4892
"SABL_COMBO2022_NIR0022G_PRD_903_102187653_O1",2.4391,2.0408,2.9868
"SABL_COMBO2022_NIR0022G_PRD_904_102187654_O1",1.8646,1.5635,2.171
"SABL_COMBO2022_NIR0022G_PRD_905_102188186_O1",1.0799,0.7954,1.3024
"SABL_COMBO2022_NIR0022G_PRD_906_102188187_O1",0.9496,0.5182,1.1913
"SABL_COMBO2022_NIR0022G_PRD_907_102188188_O1",1.1515,0.8711,1.3948
"SABL_COMBO2022_NIR0022G_PRD_908_102187658_O1",0.9213,0.6495,1.1688
"SABL_COMBO2022_NIR0022G_PRD_909_102187659_O1",1.0116,0.7667,1.2217
"SABL_COMBO2022_NIR0022G_PRD_910_102187660_O1",1.8258,1.4403,2.3478
"SABL_COMBO2022_NIR0022G_PRD_913_102187663_O1",0.9754,0.7815,1.1904
"SABL_COMBO2022_NIR0022G_PRD_914_102187664_O1",0.8372,0.5699,1.0147
"SABL_COMBO2022_NIR0022G_PRD_915_102187665_O1",6.8299,5.7813,7.9897
"SABL_COMBO2022_NIR0022G_PRD_916_102187666_O1",2.6065,2.1984,3.3063
"SABL_COMBO2022_NIR0022G_PRD_917_102187667_O1",1.307,0.9487,1.5502
"SABL_COMBO2022_NIR0022G_PRD_918_102187668_O1",2.0268,1.6736,2.3497
"SABL_COMBO2022_NIR0022G_PRD_919_102187669_O1",1.3493,0.9701,1.6121
"SABL_COMBO2022_NIR0022G_PRD_920_102187670_O1",0.8957,0.6235,1.1071
"SABL_COMBO2022_NIR0022G_PRD_921_102187671_O1",0.811,0.4901,1.0128
"SABL_COMBO2022_NIR0022G_PRD_922_102187672_O1",0.9521,0.7245,1.1561
"SABL_COMBO2022_NIR0022G_PRD_923_102187673_O1",2.4128,2.0153,2.9527
"SABL_COMBO2022_NIR0022G_PRD_924_102187674_O1",2.1374,1.8173,2.5269
"SABL_COMBO2022_NIR0022G_PRD_925_102187675_O1",2.0014,1.6596,2.3382
"SABL_COMBO2022_NIR0022G_PRD_926_102187676_O1",1.0093,0.7195,1.2098
"SABL_COMBO2022_NIR0022G_PRD_927_102187677_O1",2.4574,2.0249,3.0666
"SABL_COMBO2022_NIR0022G_PRD_928_102187678_O1",2.3768,1.9121,2.9468
"SABL_COMBO2022_NIR0022G_PRD_929_102187679_O1",5.976,4.9269,7.1529
"SABL_COMBO2022_NIR0022G_PRD_930_102187680_O1",1.7097,1.3863,1.9854
"SABL_COMBO2022_NIR0022G_PRD_931_102187681_O1",6.2766,5.1655,7.2661
"SABL_COMBO2022_NIR0022G_PRD_932_102187682_O1",2.2171,1.8687,2.5887
"SABL_COMBO2022_NIR0022G_PRD_934_102187684_O1",1.855,1.4403,2.1494
"SABL_COMBO2022_NIR0022G_PRD_935_102187685_O1",7.5826,6.039,8.9653
"SABL_COMBO2022_NIR0022G_PRD_936_102187686_O1",3.3838,2.6372,4.6295
"SABL_COMBO2022_NIR0022G_PRD_937_102187687_O1",1.4494,1.1911,1.7054
"SABL_COMBO2022_NIR0022G_PRD_939_102187689_O1",7.3384,5.999,8.6892
"SABL_COMBO2022_NIR0022G_PRD_940_102187690_O1",5.7051,4.5794,6.7558
"SABL_COMBO2022_NIR0022G_PRD_941_102187691_O1",4.9163,4.0538,5.9734
"SABL_COMBO2022_NIR0022G_PRD_942_102187692_O1",7.2713,5.8421,8.975
"SABL_COMBO2022_NIR0022G_PRD_943_102187693_O1",8.4889,6.7539,10.1835
"SABL_COMBO2022_NIR0022G_PRD_944_102187694_O1",3.7873,2.7883,5.1409
"SABL_COMBO2022_NIR0022G_PRD_945_102187695_O1",12.6506,11.3235,14.3901
"SABL_COMBO2022_NIR0022G_PRD_946_102187696_O1",10.6336,8.8878,12.223
"SABL_COMBO2022_NIR0022G_PRD_947_102187697_O1",5.3092,4.2794,6.6112
"SABL_COMBO2022_NIR0022G_PRD_948_102187698_O1",6.0807,4.8166,7.3506
"SABL_COMBO2022_NIR0022G_PRD_949_102187699_O1",2.258,1.9045,2.6936
"SABL_COMBO2022_NIR0022G_PRD_950_102187700_O1",5.2746,4.616,6.0512
"SABL_COMBO2022_NIR0022G_PRD_951_102133281_O1",0.9432,0.6247,1.1404
"SABL_COMBO2022_NIR0022G_PRD_952_102133282_O1",0.9742,0.7231,1.2095
"SABL_COMBO2022_NIR0022G_PRD_953_102133283_O1",0.8687,0.6081,1.059
"SABL_COMBO2022_NIR0022G_PRD_955_102133285_O1",1.123,0.9017,1.3742
"SABL_COMBO2022_NIR0022G_PRD_956_102133286_O1",1.0068,0.7436,1.2165
"SABL_COMBO2022_NIR0022G_PRD_957_102133287_O1",1.2137,0.9787,1.5927
"SABL_COMBO2022_NIR0022G_PRD_958_102133288_O1",1.1881,0.8785,1.4225
"SABL_COMBO2022_NIR0022G_PRD_959_102133289_O1",2.6055,2.1973,3.2235
"SABL_COMBO2022_NIR0022G_PRD_960_102133290_O1",1.4337,1.1661,1.6831
"SABL_COMBO2022_NIR0022G_PRD_961_102133291_O1",1.3751,0.9516,1.6463
"SABL_COMBO2022_NIR0022G_PRD_962_102133292_O1",1.2679,0.964,1.511
"SABL_COMBO2022_NIR0022G_PRD_963_102133293_O1",1.2783,0.7636,1.5705
"SABL_COMBO2022_NIR0022G_PRD_964_102133294_O1",1.8322,1.4828,2.14
"SABL_COMBO2022_NIR0022G_PRD_965_102133295_O1",1.4077,1.1342,1.8168
"SABL_COMBO2022_NIR0022G_PRD_966_102133296_O1",1.0508,0.8142,1.3468
"SABL_COMBO2022_NIR0022G_PRD_967_102133297_O1",1.3433,1.0937,1.649
"SABL_COMBO2022_NIR0022G_PRD_968_102133298_O1",1.1154,0.8561,1.3543
"SABL_COMBO2022_NIR0022G_PRD_969_102133299_O1",1.3673,1.1238,1.6392
"SABL_COMBO2022_NIR0022G_PRD_970_102133300_O1",1.3835,1.1271,1.7055
"SABL_COMBO2022_NIR0022G_PRD_972_102133302_O1",1.1874,0.9745,1.4498
"SABL_COMBO2022_NIR0022G_PRD_973_102133303_O1",1.0956,0.8705,1.3973
"SABL_COMBO2022_NIR0022G_PRD_974_102133304_O1",1.0063,0.7662,1.2307
"SABL_COMBO2022_NIR0022G_PRD_975_102133305_O1",1.2362,0.8008,1.4945
"SABL_COMBO2022_NIR0022G_PRD_976_102133306_O1",1.1154,0.914,1.3564
"SABL_COMBO2022_NIR0022G_PRD_977_102133307_O1",0.9219,0.5598,1.1345
"SABL_COMBO2022_NIR0022G_PRD_978_102133308_O1",1.0308,0.7823,1.2606
"SABL_COMBO2022_NIR0022G_PRD_979_102133309_O1",1.0564,0.76,1.2795
"SABL_COMBO2022_NIR0022G_PRD_980_102133310_O1",1.0692,0.8425,1.3137
"SABL_COMBO2022_NIR0022G_PRD_981_102133311_O1",1.1176,0.8675,1.6073
"SABL_COMBO2022_NIR0022G_PRD_982_102133312_O1",1.0912,0.8612,1.3017
"SABL_COMBO2022_NIR0022G_PRD_983_102133313_O1",1.1221,0.8502,1.3603
"SABL_COMBO2022_NIR0022G_PRD_984_102133314_O1",1.1032,0.8625,1.3363
"SABL_COMBO2022_NIR0022G_PRD_985_102133315_O1",1.0752,0.782,1.3251
"SABL_COMBO2022_NIR0022G_PRD_986_102133316_O1",1.4256,1.1399,1.7263
"SABL_COMBO2022_NIR0022G_PRD_987_102133317_O1",1.1132,0.7338,1.3452
"SABL_COMBO2022_NIR0022G_PRD_988_102133318_O1",0.9691,0.5254,1.2382
"SABL_COMBO2022_NIR0022G_PRD_990_102133320_O1",1.4075,1.1119,1.6844
"SABL_COMBO2022_NIR0022G_PRD_991_102133321_O1",18.5274,15.8524,21.1988
"SABL_COMBO2022_NIR0022G_PRD_992_102133322_O1",40.0391,34.3385,45.5595
"SABL_COMBO2022_NIR0022G_PRD_995_102133325_O1",3.3646,2.5998,4.3842
"SABL_COMBO2022_NIR0022G_PRD_996_102133326_O1",2.5101,2.0173,3.315
"SABL_COMBO2022_NIR0022G_PRD_997_102133327_O1",2.0463,1.7273,2.4642
"SABL_COMBO2022_NIR0022G_PRD_998_102133328_O1",1.9118,1.5877,2.3709
"SABL_COMBO2022_NIR0022G_PRD_999_102133329_O1",3.1061,2.5578,3.7986
"SABL_COMBO2022_NIR0022H_PRD_1101_102187921_O1",2.2537,1.8934,2.7336
"SABL_COMBO2022_NIR0022H_PRD_1102_102187922_O1",5.1315,4.1713,6.116
"SABL_COMBO2022_NIR0022H_PRD_1103_102187923_O1",2.491,1.9779,3.1509
"SABL_COMBO2022_NIR0022H_PRD_1104_102187924_O1",2.8171,2.355,3.5436
"SABL_COMBO2022_NIR0022H_PRD_1105_102187925_O1",2.7313,2.2689,3.2895
"SABL_COMBO2022_NIR0022H_PRD_1106_102187926_O1",3.9382,2.8038,5.3589
"SABL_COMBO2022_NIR0022H_PRD_1108_102187928_O1",1.0191,0.6284,1.2632
"SABL_COMBO2022_NIR0022H_PRD_1109_102187929_O1",2.5643,1.4333,5.617
"SABL_COMBO2022_NIR0022H_PRD_1110_102187930_O1",1.1112,0.8844,1.3288
"SABL_COMBO2022_NIR0022H_PRD_1111_102187931_O1",2.5849,2.1604,3.3523
"SABL_COMBO2022_NIR0022H_PRD_1112_102187932_O1",2.3312,1.8151,2.936
"SABL_COMBO2022_NIR0022H_PRD_1113_102187933_O1",3.6421,2.2104,6.3026
"SABL_COMBO2022_NIR0022H_PRD_1114_102187934_O1",2.1809,1.847,2.5328
"SABL_COMBO2022_NIR0022H_PRD_1115_102187935_O1",2.6755,2.2773,3.3776
"SABL_COMBO2022_NIR0022H_PRD_1116_102187936_O1",3.7259,3.0874,4.504
"SABL_COMBO2022_NIR0022H_PRD_1117_102187937_O1",1.9504,1.597,2.2913
"SABL_COMBO2022_NIR0022H_PRD_1118_102187938_O1",2.038,1.2996,2.7509
"SABL_COMBO2022_NIR0022H_PRD_1119_102187939_O1",2.5252,1.221,9.3051
"SABL_COMBO2022_NIR0022H_PRD_1120_102187940_O1",1.2014,0.837,1.5187
"SABL_COMBO2022_NIR0022H_PRD_1121_102187941_O1",1.2541,1.0137,1.5667
"SABL_COMBO2022_NIR0022H_PRD_1122_102187942_O1",0.9693,0.5813,1.196
"SABL_COMBO2022_NIR0022H_PRD_1123_102187943_O1",0.9071,0.5766,1.2137
"SABL_COMBO2022_NIR0022H_PRD_1124_102187944_O1",0.801,0.5811,0.9754
"SABL_COMBO2022_NIR0022H_PRD_1125_102187945_O1",0.9876,0.776,1.2137
"SABL_COMBO2022_NIR0022H_PRD_1126_102187946_O1",1.0339,0.6782,1.3667
"SABL_COMBO2022_NIR0022H_PRD_1127_102187947_O1",2.1733,1.8707,2.5888
"SABL_COMBO2022_NIR0022H_PRD_1128_102187948_O1",1.2637,0.9894,1.5523
"SABL_COMBO2022_NIR0022H_PRD_1129_102187949_O1",2.2094,1.8445,2.5517
"SABL_COMBO2022_NIR0022H_PRD_1130_102187950_O1",1.8883,1.5535,2.4915
"SABL_COMBO2022_NIR0022H_PRD_1131_102187951_O1",9.0705,7.3217,10.9398
"SABL_COMBO2022_NIR0022H_PRD_1132_102187952_O1",10.1252,7.8527,12.0313
"SABL_COMBO2022_NIR0022H_PRD_1133_102187953_O1",6.2113,5.1776,7.4109
"SABL_COMBO2022_NIR0022H_PRD_1134_102187954_O1",7.4292,5.6815,8.851
"SABL_COMBO2022_NIR0022H_PRD_1135_102187955_O1",0.935,0.4102,1.2343
"SABL_COMBO2022_NIR0022H_PRD_1136_102187956_O1",2.0252,1.7464,2.3246
"SABL_COMBO2022_NIR0022H_PRD_1137_102187957_O1",1.2519,0.8901,1.5293
"SABL_COMBO2022_NIR0022H_PRD_1138_102187958_O1",1.0671,0.8478,1.3998
"SABL_COMBO2022_NIR0022H_PRD_1139_102187959_O1",0.918,0.7158,1.1199
"SABL_COMBO2022_NIR0022H_PRD_1140_102187960_O1",0.861,0.5888,1.0292
"SABL_COMBO2022_NIR0022H_PRD_1141_102187961_O1",0.8921,0.6234,1.0841
"SABL_COMBO2022_NIR0022H_PRD_1143_102150713_O1",0.8809,0.4053,1.1325
"SABL_COMBO2022_NIR0022H_PRD_1144_102150714_O1",0.9865,0.6634,1.1997
"SABL_COMBO2022_NIR0022H_PRD_1145_102150715_O1",1.0443,0.7329,1.2631
"SABL_COMBO2022_NIR0022H_PRD_1146_102150716_O1",0.9184,0.679,1.1364
"SABL_COMBO2022_NIR0022H_PRD_1147_102150717_O1",0.99,0.5043,1.244
"SABL_COMBO2022_NIR0022H_PRD_1148_102150718_O1",2.1908,1.8408,2.5933
"SABL_COMBO2022_NIR0022H_PRD_1149_102150719_O1",1.1313,0.8295,1.3646
"SABL_COMBO2022_NIR0022H_PRD_1150_102150720_O1",1.1155,0.815,1.3516
"SABL_COMBO2022_NIR0022H_PRD_1151_102150721_O1",1.8897,1.6001,2.173
"SABL_COMBO2022_NIR0022H_PRD_1152_102150722_O1",2.9947,2.4677,3.7444
"SABL_COMBO2022_NIR0022H_PRD_1153_102150723_O1",5.2692,4.3736,6.3157
"SABL_COMBO2022_NIR0022H_PRD_1154_102150724_O1",2.1452,1.7878,2.7088
"SABL_COMBO2022_NIR0022H_PRD_1155_102150725_O1",9.5269,7.0817,11.9334
"SABL_COMBO2022_NIR0022H_PRD_1156_102150726_O1",6.4173,4.7439,7.9377
"SABL_COMBO2022_NIR0022H_PRD_1157_102150727_O1",6.339,4.9302,7.4051
"SABL_COMBO2022_NIR0022H_PRD_1158_102150728_O1",4.878,3.7056,5.7113
"SABL_COMBO2022_NIR0022H_PRD_1159_102150729_O1",1.0693,0.8589,1.3079
"SABL_COMBO2022_NIR0022H_PRD_1160_102150730_O1",0.8683,0.5748,1.0454
"SABL_COMBO2022_NIR0022H_PRD_1163_102150733_O1",5.5,4.6659,6.3487
"SABL_COMBO2022_NIR0022H_PRD_1164_102150734_O1",12.7413,10.6988,14.4439
"SABL_COMBO2022_NIR0022H_PRD_1165_102150735_O1",2.7306,2.2453,3.5103
"SABL_COMBO2022_NIR0022H_PRD_1166_102150736_O1",2.7613,2.2426,3.6103
"SABL_COMBO2022_NIR0022H_PRD_1168_102150738_O1",4.1685,3.4118,5.0598
"SABL_COMBO2022_NIR0022H_PRD_1169_102150739_O1",5.5644,4.6841,6.6602
"SABL_COMBO2022_NIR0022H_PRD_1171_102150741_O1",10.1509,8.2796,12.2602
"SABL_COMBO2022_NIR0022H_PRD_1172_102150742_O1",1.0456,0.8309,1.2507
"SABL_COMBO2022_NIR0022H_PRD_1173_102150743_O1",1.024,0.7048,1.2392
"SABL_COMBO2022_NIR0022H_PRD_1174_102150744_O1",0.708,0.1905,0.9388
"SABL_COMBO2022_NIR0022H_PRD_1175_102150745_O1",0.9234,0.648,1.0974
"SABL_COMBO2022_NIR0022H_PRD_1176_102150746_O1",2.1341,1.7795,2.5194
"SABL_COMBO2022_NIR0022H_PRD_1177_102150747_O1",2.0021,1.7066,2.2912
"SABL_COMBO2022_NIR0022H_PRD_1178_102150748_O1",2.2402,1.8546,2.7226
"SABL_COMBO2022_NIR0022H_PRD_1179_102150749_O1",1.5063,0.945,1.8722
"SABL_COMBO2022_NIR0022H_PRD_1180_102150750_O1",9.1216,7.6318,10.6171
"SABL_COMBO2022_NIR0022H_PRD_1181_102150751_O1",7.8765,6.5359,9.3815
"SABL_COMBO2022_NIR0022H_PRD_1182_102150752_O1",7.5049,6.3113,8.9193
"SABL_COMBO2022_NIR0022H_PRD_1183_102150753_O1",6.4723,5.268,7.708
"SABL_COMBO2022_NIR0022H_PRD_1184_102150754_O1",1.6799,1.3681,1.9766
"SABL_COMBO2022_NIR0022H_PRD_1185_102150755_O1",5.4549,4.2608,6.6245
"SABL_COMBO2022_NIR0022H_PRD_1187_102150757_O1",26.835,22.8504,30.6004
"SABL_COMBO2022_NIR0022H_PRD_1188_102150758_O1",37.3644,32.5419,42.1963
"SABL_COMBO2022_NIR0022H_PRD_1189_102150759_O1",13.2459,11.1842,14.8557
"SABL_COMBO2022_NIR0022H_PRD_1191_102150761_O1",8.286,6.8843,9.6239
"SABL_COMBO2022_NIR0022H_PRD_1192_102150762_O1",38.6266,35.2625,41.9202
"SABL_COMBO2022_NIR0022H_PRD_1193_102150763_O1",49.31,42.3125,54.8145
"SABL_COMBO2022_NIR0022H_PRD_1195_102150765_O1",17.8861,15.8437,19.9979
"SABL_COMBO2022_NIR0022H_PRD_1196_102150766_O1",16.3463,14.0158,18.2878
"SABL_COMBO2022_NIR0022H_PRD_1197_102150767_O1",9.026,7.6653,10.6886
"SABL_COMBO2022_NIR0022H_PRD_1198_102150768_O1",10.0664,8.5127,12.1445
"SABL_COMBO2022_NIR0022H_PRD_1199_102150769_O1",2.2584,1.9284,2.6862
"SABL_COMBO2022_NIR0022H_PRD_1200_102150770_O1",4.9556,4.2878,5.8662
"SABL_COMBO2022_NIR0022H_PRD_1201_102150771_O1",1.8036,1.378,2.1426
"SABL_COMBO2022_NIR0022H_PRD_1202_102150772_O1",1.9629,1.653,2.3191
"SABL_COMBO2022_NIR0022H_PRD_1203_102150773_O1",1.0543,0.7884,1.2905
"SABL_COMBO2022_NIR0022H_PRD_1204_102150774_O1",18.7977,15.479,21.7522
"SABL_COMBO2022_NIR0022H_PRD_1206_102150776_O1",17.0137,13.751,21.1425
"SABL_COMBO2022_NIR0022H_PRD_1208_102150778_O1",5.3004,4.2025,6.4028
"SABL_COMBO2022_NIR0022H_PRD_1209_102150779_O1",1.8308,1.5272,2.1495
"SABL_COMBO2022_NIR0022H_PRD_1210_102150780_O1",5.7558,4.9717,6.685
"SABL_COMBO2022_NIR0022H_PRD_1211_102150781_O1",11.7293,9.2406,13.7079
"SABL_COMBO2022_NIR0022H_PRD_1212_102150782_O1",5.6787,4.8907,6.7782
"SABL_COMBO2022_NIR0022H_PRD_1213_102150783_O1",2.7515,2.1688,3.776
"SABL_COMBO2022_NIR0022H_PRD_1214_102150784_O1",10.9088,9.0413,12.5477
"SABL_COMBO2022_NIR0022H_PRD_1215_102150785_O1",1.6568,1.2613,2.0357
"SABL_COMBO2022_NIR0022H_PRD_1216_102150786_O1",16.206,13.6206,18.9007
"SABL_COMBO2022_NIR0022H_PRD_1217_102150787_O1",1.2252,0.9904,1.4687
"SABL_COMBO2022_NIR0022H_PRD_1219_102150789_O1",1.2458,0.9645,1.5304
"SABL_COMBO2022_NIR0022H_PRD_1220_102150790_O1",1.3509,1.1091,1.593
"SABL_COMBO2022_NIR0022H_PRD_1221_102150791_O1",1.014,0.7124,1.2282
"SABL_COMBO2022_NIR0022H_PRD_1222_102150792_O1",1.5514,1.1304,1.849
"SABL_COMBO2022_NIR0022H_PRD_1223_102150793_O1",1.4381,1.1798,1.6771
"SABL_COMBO2022_NIR0022H_PRD_1224_102150794_O1",1.0905,0.7694,1.4351
"SABL_COMBO2022_NIR0022H_PRD_1225_102150795_O1",1.0928,0.6409,1.3711
"SABL_COMBO2022_NIR0022H_PRD_1226_102150796_O1",8.1994,6.5549,10.0774
"SABL_COMBO2022_NIR0022H_PRD_1227_102150797_O1",7.6926,6.3171,8.9922
"SABL_COMBO2022_NIR0022H_PRD_1229_102150799_O1",2.2648,1.9476,2.8062
"SABL_COMBO2022_NIR0022H_PRD_1230_102150800_O1",1.9423,1.5527,2.2895
"SABL_COMBO2022_NIR0022H_PRD_1232_102167282_O1",1.0338,0.7834,1.2529
"SABL_COMBO2022_NIR0022H_PRD_1233_102167283_O1",1.1771,0.7295,1.4845
"SABL_COMBO2022_NIR0022H_PRD_1234_102167284_O1",0.8163,0.2889,1.0545
"SABL_COMBO2022_NIR0022H_PRD_1235_102167285_O1",10.555,8.522,12.2376
"SABL_COMBO2022_NIR0022H_PRD_1236_102167286_O1",6.12,4.9536,7.0835
"SABL_COMBO2022_NIR0022H_PRD_1237_102167287_O1",16.4348,13.9494,19.0947
"SABL_COMBO2022_NIR0022H_PRD_1238_102167288_O1",14.0038,12.0022,16.142
"SABL_COMBO2022_NIR0022H_PRD_1239_102167289_O1",17.372,14.4541,19.446
"SABL_COMBO2022_NIR0022H_PRD_1240_102167290_O1",19.2613,17.4044,21.3982
"SABL_COMBO2022_NIR0022H_PRD_1241_102167291_O1",23.58,20.5766,26.9283
"SABL_COMBO2022_NIR0022H_PRD_1242_102167292_O1",9.8772,8.2111,11.5764
"SABL_COMBO2022_NIR0022H_PRD_1243_102167293_O1",1.2131,0.9489,1.4561
"SABL_COMBO2022_NIR0022H_PRD_1244_102167294_O1",1.2512,0.9128,1.5194
"SABL_COMBO2022_NIR0022H_PRD_1246_102167296_O1",0.8818,0.499,1.1089
"SABL_COMBO2022_NIR0022H_PRD_1247_102167297_O1",1.1914,0.8304,1.4188
"SABL_COMBO2022_NIR0022H_PRD_1248_102167298_O1",1.3021,0.8843,1.5626
"SABL_COMBO2022_NIR0022H_PRD_1249_102167299_O1",1.2945,0.9067,1.5904
"SABL_COMBO2022_NIR0022H_PRD_1250_102167300_O1",1.5059,0.9828,1.883
"SABL_COMBO2022_NIR0022H_PRD_1251_102167301_O1",2.1694,1.7928,2.5605
"SABL_COMBO2022_NIR0022H_PRD_1252_102167302_O1",17.1599,14.6497,19.8133
"SABL_COMBO2022_NIR0022H_PRD_1253_102167303_O1",3.3607,2.4974,4.467
"SABL_COMBO2022_NIR0022H_PRD_1254_102167304_O1",9.742,7.7581,11.5357
"SABL_COMBO2022_NIR0022H_PRD_1255_102167305_O1",7.1988,5.8708,8.3466
"SABL_COMBO2022_NIR0022H_PRD_1256_102167306_O1",1.4363,1.0911,1.6905
"SABL_COMBO2022_NIR0022H_PRD_1257_102167307_O1",1.2981,0.9366,1.5534
"SABL_COMBO2022_NIR0022H_PRD_1258_102167308_O1",0.9689,0.3561,1.2327
"SABL_COMBO2022_NIR0022H_PRD_1259_102167309_O1",1.4447,1.082,1.7439
"SABL_COMBO2022_NIR0022H_PRD_1260_102167310_O1",5.4029,4.4684,6.402
"SABL_COMBO2022_NIR0022H_PRD_1261_102167311_O1",11.0322,8.9687,12.7191
"SABL_COMBO2022_NIR0022H_PRD_1262_102167312_O1",2.5822,2.1571,3.1532
"SABL_COMBO2022_NIR0022H_PRD_1263_102167313_O1",2.31,1.8618,2.7837
"SABL_COMBO2022_NIR0022H_PRD_1264_102167314_O1",1.0425,0.8073,1.2473
"SABL_COMBO2022_NIR0022H_PRD_1265_102167315_O1",1.0791,0.8022,1.3247
"SABL_COMBO2022_NIR0022H_PRD_1266_102167316_O1",1.267,1.0381,1.5145
"SABL_COMBO2022_NIR0022H_PRD_1267_102167317_O1",1.1745,0.6885,1.4409
"SABL_COMBO2022_NIR0022H_PRD_1268_102167318_O1",1.1466,0.9058,1.3771
"SABL_COMBO2022_NIR0022H_PRD_1270_102167320_O1",11.9066,9.6999,13.9381
"SABL_COMBO2022_NIR0022H_PRD_1271_102167321_O1",3.1808,2.5893,3.9043
"SABL_COMBO2022_NIR0022H_PRD_1272_102167322_O1",11.8459,9.7787,13.6626
"SABL_COMBO2022_NIR0022H_PRD_1273_102167323_O1",4.7821,4.0375,5.6835
"SABL_COMBO2022_NIR0022H_PRD_1274_102167324_O1",11.2317,9.3309,12.8458
"SABL_COMBO2022_NIR0022H_PRD_1275_102167325_O1",10.4548,8.7292,11.9308
"SABL_COMBO2022_NIR0022H_PRD_1276_102167326_O1",14.448,12.5955,16.5876
"SABL_COMBO2022_NIR0022H_PRD_1277_102167327_O1",16.2075,13.7117,18.9414
"SABL_COMBO2022_NIR0022H_PRD_1278_102167328_O1",1.307,0.7989,1.6224
"SABL_COMBO2022_NIR0022H_PRD_1279_102167329_O1",1.3909,1.1467,1.6478
"SABL_COMBO2022_NIR0022H_PRD_1280_102167330_O1",1.2494,0.8196,1.5004
"SABL_COMBO2022_NIR0022H_PRD_1281_102167331_O1",1.4918,1.2166,1.7728
"SABL_COMBO2022_NIR0022H_PRD_1282_102167332_O1",2.4335,2.0678,3.0879
"SABL_COMBO2022_NIR0022H_PRD_1283_102167333_O1",2.4959,2.144,3.1168
"SABL_COMBO2022_NIR0022H_PRD_1284_102167334_O1",1.3225,0.7657,1.6945
"SABL_COMBO2022_NIR0022H_PRD_1285_102167335_O1",1.4887,1.0412,1.7625
"SABL_COMBO2022_NIR0022H_PRD_1286_102167336_O1",2.849,1.9876,3.5762
"SABL_COMBO2022_NIR0022H_PRD_1287_102167337_O1",2.0352,1.7081,2.4666
