"filenames","NN_Pred_Median","Lower_Quantile_0.025","Upper_Quantile_0.975"
"SABL_COMBO2022_NIR0022F_PRD_643_102133233_O1",2.356,1.6768,3.0438
"SABL_COMBO2022_NIR0022F_PRD_644_102133234_O1",2.8301,2.2578,3.9326
"SABL_COMBO2022_NIR0022F_PRD_645_102133235_O1",6.9027,5.0856,9.4282
"SABL_COMBO2022_NIR0022F_PRD_646_102133236_O1",4.9041,3.2624,6.9048
"SABL_COMBO2022_NIR0022F_PRD_647_102133237_O1",22.3791,19.477,24.767
"SABL_COMBO2022_NIR0022F_PRD_648_102133238_O1",3.8364,2.7836,5.0016
"SABL_COMBO2022_NIR0022F_PRD_649_102133239_O1",2.2939,1.6185,3.0029
"SABL_COMBO2022_NIR0022F_PRD_650_102133240_O1",2.6334,2.1679,3.3984
"SABL_COMBO2022_NIR0022F_PRD_651_102133241_O1",4.5332,3.1731,6.1259
"SABL_COMBO2022_NIR0022F_PRD_652_102133242_O1",1.8161,1.3797,2.1369
"SABL_COMBO2022_NIR0022F_PRD_653_102133243_O1",1.8183,1.4281,2.1538
"SABL_COMBO2022_NIR0022F_PRD_654_102133244_O1",1.9973,1.6901,2.4106
"SABL_COMBO2022_NIR0022F_PRD_655_102133245_O1",1.5294,1.267,1.7676
"SABL_COMBO2022_NIR0022F_PRD_656_102133246_O1",1.5576,1.1308,1.8711
"SABL_COMBO2022_NIR0022F_PRD_657_102133247_O1",2.2951,1.8338,3.1057
"SABL_COMBO2022_NIR0022F_PRD_658_102133248_O1",2.4476,2.0092,3.1072
"SABL_COMBO2022_NIR0022F_PRD_659_102133249_O1",0.746,0.3407,0.9481
"SABL_COMBO2022_NIR0022F_PRD_660_102133250_O1",0.9044,0.3612,1.1565
"SABL_COMBO2022_NIR0022F_PRD_661_102133251_O1",1.9041,1.6371,2.1937
"SABL_COMBO2022_NIR0022F_PRD_662_102133252_O1",2.1588,1.7268,2.8553
"SABL_COMBO2022_NIR0022F_PRD_663_102133253_O1",1.292,0.9081,1.5921
"SABL_COMBO2022_NIR0022F_PRD_664_102133254_O1",3.3744,2.7417,4.0542
"SABL_COMBO2022_NIR0022F_PRD_665_102133255_O1",51.2275,44.434,59.748
"SABL_COMBO2022_NIR0022F_PRD_666_102133256_O1",1.9295,1.6576,2.2243
"SABL_COMBO2022_NIR0022F_PRD_667_102133257_O1",2.0867,1.7096,2.4982
"SABL_COMBO2022_NIR0022F_PRD_668_102133258_O1",1.7549,1.4861,2.0384
"SABL_COMBO2022_NIR0022F_PRD_669_102133259_O1",1.0462,0.6875,1.2723
"SABL_COMBO2022_NIR0022F_PRD_671_102154141_O1",2.2332,1.7143,2.6078
"SABL_COMBO2022_NIR0022F_PRD_672_102154142_O1",2.815,2.3222,3.5416
"SABL_COMBO2022_NIR0022F_PRD_673_102154143_O1",2.1183,1.7871,2.5382
"SABL_COMBO2022_NIR0022F_PRD_674_102154144_O1",2.0031,1.7034,2.4568
"SABL_COMBO2022_NIR0022F_PRD_675_102154145_O1",0.9981,0.7218,1.1914
"SABL_COMBO2022_NIR0022F_PRD_676_102154146_O1",0.981,0.6337,1.2134
"SABL_COMBO2022_NIR0022F_PRD_677_102154147_O1",3.6097,2.7765,4.6534
"SABL_COMBO2022_NIR0022F_PRD_678_102154148_O1",2.6586,2.2628,3.3219
"SABL_COMBO2022_NIR0022F_PRD_679_102154149_O1",2.1085,1.7127,2.5043
"SABL_COMBO2022_NIR0022F_PRD_680_102154150_O1",6.9683,5.7098,8.5147
"SABL_COMBO2022_NIR0022F_PRD_681_102154151_O1",18.6555,16.6778,21.3003
"SABL_COMBO2022_NIR0022F_PRD_682_102154152_O1",9.516,8.0239,11.046
"SABL_COMBO2022_NIR0022F_PRD_683_102154153_O1",47.7975,41.3287,54.6295
"SABL_COMBO2022_NIR0022F_PRD_684_102154154_O1",4.4645,3.2087,6.0802
"SABL_COMBO2022_NIR0022F_PRD_685_102154155_O1",9.0298,7.5284,10.5698
"SABL_COMBO2022_NIR0022F_PRD_686_102154156_O1",5.3024,4.3567,6.2653
"SABL_COMBO2022_NIR0022F_PRD_687_102154157_O1",7.5047,6.153,8.8185
"SABL_COMBO2022_NIR0022F_PRD_688_102154158_O1",11.197,9.5233,12.8798
"SABL_COMBO2022_NIR0022F_PRD_689_102154159_O1",7.8253,5.1877,10.0942
"SABL_COMBO2022_NIR0022F_PRD_690_102154160_O1",6.5862,5.4742,7.7225
"SABL_COMBO2022_NIR0022F_PRD_691_102154161_O1",6.4153,5.1251,7.6148
"SABL_COMBO2022_NIR0022F_PRD_692_102154162_O1",5.9728,5.1946,6.9629
"SABL_COMBO2022_NIR0022F_PRD_694_102154164_O1",0.9496,0.5678,1.2051
"SABL_COMBO2022_NIR0022F_PRD_695_102154165_O1",0.9841,0.4169,1.3156
"SABL_COMBO2022_NIR0022F_PRD_696_102154166_O1",6.3591,4.8476,7.7305
"SABL_COMBO2022_NIR0022F_PRD_697_102154167_O1",8.3755,7.0414,9.9659
"SABL_COMBO2022_NIR0022F_PRD_698_102154168_O1",7.6526,6.4491,8.9895
"SABL_COMBO2022_NIR0022F_PRD_699_102154169_O1",5.1447,4.213,6.0332
"SABL_COMBO2022_NIR0022F_PRD_700_102154170_O1",7.252,6.0201,8.5792
"SABL_COMBO2022_NIR0022F_PRD_701_102154171_O1",5.2284,4.3563,6.26
"SABL_COMBO2022_NIR0022F_PRD_702_102154172_O1",5.9517,5.0817,7.0704
"SABL_COMBO2022_NIR0022F_PRD_703_102154173_O1",5.2695,4.5292,6.4007
"SABL_COMBO2022_NIR0022F_PRD_704_102154174_O1",11.2061,9.3951,13.1237
"SABL_COMBO2022_NIR0022F_PRD_705_102154175_O1",11.7488,9.158,14.0677
"SABL_COMBO2022_NIR0022F_PRD_706_102154176_O1",13.616,11.8224,15.187
"SABL_COMBO2022_NIR0022F_PRD_707_102154177_O1",50.6326,42.9859,58.6951
"SABL_COMBO2022_NIR0022F_PRD_708_102154178_O1",50.3163,43.2835,57.4012
"SABL_COMBO2022_NIR0022F_PRD_709_102154179_O1",5.7646,4.7159,6.9591
"SABL_COMBO2022_NIR0022F_PRD_710_102154180_O1",7.3493,6.142,9.0224
"SABL_COMBO2022_NIR0022F_PRD_712_102154182_O1",17.5944,15.0684,20.7074
"SABL_COMBO2022_NIR0022F_PRD_713_102154183_O1",13.9205,11.7202,16.1423
"SABL_COMBO2022_NIR0022F_PRD_714_102154184_O1",13.3004,8.8913,18.1638
"SABL_COMBO2022_NIR0022F_PRD_715_102154185_O1",19.48,16.5617,22.7315
"SABL_COMBO2022_NIR0022F_PRD_716_102154186_O1",13.3006,11.1013,15.374
"SABL_COMBO2022_NIR0022F_PRD_717_102154187_O1",4.0085,3.0875,5.2013
"SABL_COMBO2022_NIR0022F_PRD_718_102154188_O1",6.174,5.0537,7.4793
"SABL_COMBO2022_NIR0022F_PRD_721_102154191_O1",1.0124,0.5272,1.2744
"SABL_COMBO2022_NIR0022F_PRD_722_102154192_O1",0.9998,0.7886,1.2155
"SABL_COMBO2022_NIR0022F_PRD_724_102154194_O1",0.8041,0.4807,1.0384
"SABL_COMBO2022_NIR0022F_PRD_726_102154196_O1",0.9938,0.7384,1.2292
"SABL_COMBO2022_NIR0022F_PRD_727_102154197_O1",1.6351,1.2841,2.3437
"SABL_COMBO2022_NIR0022F_PRD_728_102154198_O1",1.0949,0.7861,1.4128
"SABL_COMBO2022_NIR0022F_PRD_729_102154199_O1",1.1599,0.7238,1.4312
"SABL_COMBO2022_NIR0022F_PRD_730_102154200_O1",1.1401,0.9144,1.3835
"SABL_COMBO2022_NIR0022F_PRD_731_102154201_O1",1.26,0.9124,1.5219
"SABL_COMBO2022_NIR0022F_PRD_732_102154202_O1",1.0227,0.4316,1.2886
"SABL_COMBO2022_NIR0022F_PRD_733_102154203_O1",0.1449,0,0.3737
"SABL_COMBO2022_NIR0022F_PRD_735_102154205_O1",1.9678,1.6707,2.2557
"SABL_COMBO2022_NIR0022F_PRD_736_102154206_O1",1.7522,1.4978,2.0284
"SABL_COMBO2022_NIR0022F_PRD_737_102154207_O1",2.0181,1.7303,2.3724
"SABL_COMBO2022_NIR0022F_PRD_738_102154208_O1",2.6748,2.1799,3.3109
"SABL_COMBO2022_NIR0022F_PRD_739_102154209_O1",1.16,0.8405,1.4487
"SABL_COMBO2022_NIR0022F_PRD_740_102154210_O1",1.218,0.5854,1.5268
"SABL_COMBO2022_NIR0022F_PRD_741_102154211_O1",2.6409,2.1172,3.3616
"SABL_COMBO2022_NIR0022F_PRD_742_102154212_O1",1.1027,0.8822,1.3349
"SABL_COMBO2022_NIR0022F_PRD_743_102154213_O1",1.033,0.7594,1.225
"SABL_COMBO2022_NIR0022F_PRD_744_102154214_O1",1.1421,0.563,1.479
"SABL_COMBO2022_NIR0022F_PRD_745_102154215_O1",1.0666,0.6962,1.3311
"SABL_COMBO2022_NIR0022F_PRD_746_102154216_O1",1.0367,0.5336,1.3055
"SABL_COMBO2022_NIR0022F_PRD_747_102154217_O1",0.9339,0.5155,1.1603
"SABL_COMBO2022_NIR0022F_PRD_748_102154218_O1",1.3187,1.0755,1.6527
"SABL_COMBO2022_NIR0022F_PRD_749_102154219_O1",0.904,0.6583,1.1143
"SABL_COMBO2022_NIR0022F_PRD_750_102154220_O1",0.8344,0.3568,1.0758
"SABL_COMBO2022_NIR0022F_PRD_751_102154221_O1",1.1242,0.9023,1.3847
"SABL_COMBO2022_NIR0022F_PRD_752_102154222_O1",2.2119,1.8301,2.6129
"SABL_COMBO2022_NIR0022F_PRD_753_102154223_O1",0.912,0.2479,1.2532
"SABL_COMBO2022_NIR0022F_PRD_754_102154224_O1",0.8208,0.5454,1.015
"SABL_COMBO2022_NIR0022F_PRD_755_102154225_O1",3.4999,2.7309,4.4842
"SABL_COMBO2022_NIR0022F_PRD_756_102154226_O1",2.1473,1.8356,2.5551
"SABL_COMBO2022_NIR0022F_PRD_757_102154227_O1",6.1961,4.4917,7.8939
"SABL_COMBO2022_NIR0022F_PRD_758_102154228_O1",5.9966,5.104,6.9441
"SABL_COMBO2022_NIR0022F_PRD_759_102154229_O1",1.369,1.0596,1.9271
"SABL_COMBO2022_NIR0022F_PRD_760_102154230_O1",0.9583,0.6988,1.1761
"SABL_COMBO2022_NIR0022F_PRD_761_102154231_O1",1.106,0.8846,1.3096
"SABL_COMBO2022_NIR0022F_PRD_762_102154232_O1",1.0292,0.7939,1.2693
"SABL_COMBO2022_NIR0022F_PRD_763_102154233_O1",0.9003,0.641,1.1078
"SABL_COMBO2022_NIR0022F_PRD_764_102154234_O1",0.841,0.5529,1.0452
"SABL_COMBO2022_NIR0022F_PRD_765_102154235_O1",0.8095,0.1509,1.1078
"SABL_COMBO2022_NIR0022F_PRD_766_102154236_O1",0.9299,0.6008,1.1319
"SABL_COMBO2022_NIR0022F_PRD_767_102154237_O1",0.9811,0.5907,1.2487
"SABL_COMBO2022_NIR0022F_PRD_768_102154238_O1",0.9894,0.5512,1.2407
"SABL_COMBO2022_NIR0022F_PRD_769_102154239_O1",6.4943,5.3199,7.8488
"SABL_COMBO2022_NIR0022F_PRD_770_102154240_O1",7.6732,6.2571,9.8114
"SABL_COMBO2022_NIR0022F_PRD_771_102154241_O1",9.4797,7.7017,11.5654
"SABL_COMBO2022_NIR0022F_PRD_773_102154243_O1",4.0687,2.8227,5.5832
"SABL_COMBO2022_NIR0022F_PRD_774_102154244_O1",7.5034,6.2317,8.8545
"SABL_COMBO2022_NIR0022F_PRD_775_102154245_O1",9.3396,7.812,11.0305
"SABL_COMBO2022_NIR0022F_PRD_776_102154246_O1",7.766,6.224,9.0142
"SABL_COMBO2022_NIR0022F_PRD_777_102154247_O1",3.3008,2.5033,4.2162
"SABL_COMBO2022_NIR0022F_PRD_778_102154248_O1",2.029,1.6998,2.3415
"SABL_COMBO2022_NIR0022F_PRD_779_102154249_O1",1.7049,1.4199,2.0135
"SABL_COMBO2022_NIR0022F_PRD_780_102154250_O1",7.5857,5.9427,9.3793
"SABL_COMBO2022_NIR0022G_PRD_1000_102133330_O1",1.9477,1.6586,2.2529
"SABL_COMBO2022_NIR0022G_PRD_1001_102133331_O1",6.4779,5.3959,7.4996
"SABL_COMBO2022_NIR0022G_PRD_1003_102133333_O1",1.4428,1.0825,1.72
"SABL_COMBO2022_NIR0022G_PRD_1004_102133334_O1",2.3201,1.9791,2.9295
"SABL_COMBO2022_NIR0022G_PRD_1005_102133335_O1",2.6542,2.1976,3.307
"SABL_COMBO2022_NIR0022G_PRD_1006_102133336_O1",2.4767,2.0063,3.1944
"SABL_COMBO2022_NIR0022G_PRD_1007_102133337_O1",12.2092,9.661,14.3244
"SABL_COMBO2022_NIR0022G_PRD_1008_102133338_O1",9.572,8.0311,11.1084
"SABL_COMBO2022_NIR0022G_PRD_1009_102133339_O1",13.6467,11.8159,15.2861
"SABL_COMBO2022_NIR0022G_PRD_1010_102133340_O1",12.5463,10.8664,14.1165
"SABL_COMBO2022_NIR0022G_PRD_1012_102133342_O1",3.3751,2.6792,4.2382
"SABL_COMBO2022_NIR0022G_PRD_1013_102133343_O1",10.848,8.1637,13.8502
"SABL_COMBO2022_NIR0022G_PRD_1014_102133344_O1",2.6693,2.2423,3.3881
"SABL_COMBO2022_NIR0022G_PRD_1015_102133345_O1",1.675,1.4219,1.933
"SABL_COMBO2022_NIR0022G_PRD_1016_102133346_O1",1.1225,0.8812,1.3485
"SABL_COMBO2022_NIR0022G_PRD_1017_102133347_O1",0.9138,0.5263,1.1838
"SABL_COMBO2022_NIR0022G_PRD_1018_102133348_O1",1.1391,0.8113,1.3874
"SABL_COMBO2022_NIR0022G_PRD_1019_102131533_O1",26.3252,23.1618,29.8971
"SABL_COMBO2022_NIR0022G_PRD_1020_102133350_O1",16.1639,13.2763,19.7988
"SABL_COMBO2022_NIR0022G_PRD_1021_102133351_O1",11.1801,9.1634,13.1444
"SABL_COMBO2022_NIR0022G_PRD_1022_102133352_O1",52.4989,43.514,59.7669
"SABL_COMBO2022_NIR0022G_PRD_1023_102133353_O1",22.7883,19.1364,26.6805
"SABL_COMBO2022_NIR0022G_PRD_1024_102133354_O1",56.4929,47.5685,66.0625
"SABL_COMBO2022_NIR0022G_PRD_1025_102133355_O1",18.9362,16.0808,22.2441
"SABL_COMBO2022_NIR0022G_PRD_1026_102133356_O1",80.1375,51.2507,141.1297
"SABL_COMBO2022_NIR0022G_PRD_1027_102133357_O1",7.3006,6.0213,8.4303
"SABL_COMBO2022_NIR0022G_PRD_1028_102133358_O1",4.2206,3.1721,5.6326
"SABL_COMBO2022_NIR0022G_PRD_1029_102133359_O1",15.7547,13.8861,17.6266
"SABL_COMBO2022_NIR0022G_PRD_1030_102133360_O1",15.3698,12.0028,19.6769
"SABL_COMBO2022_NIR0022G_PRD_1035_102133365_O1",6.259,5.0805,7.5149
"SABL_COMBO2022_NIR0022G_PRD_1036_102133366_O1",7.7481,6.4881,8.9713
"SABL_COMBO2022_NIR0022G_PRD_1038_102133368_O1",6.8273,5.5594,8.0302
"SABL_COMBO2022_NIR0022G_PRD_1039_102133369_O1",1.3821,1.1203,1.8296
"SABL_COMBO2022_NIR0022G_PRD_1040_102133370_O1",1.1675,0.9107,1.4003
"SABL_COMBO2022_NIR0022G_PRD_1041_102133371_O1",0.7081,0.2635,0.9396
"SABL_COMBO2022_NIR0022G_PRD_1042_102133372_O1",3.0118,2.4266,3.9452
"SABL_COMBO2022_NIR0022G_PRD_1043_102133373_O1",3.1292,2.5101,4.0798
"SABL_COMBO2022_NIR0022G_PRD_1044_102133374_O1",2.4151,2.0504,2.9184
"SABL_COMBO2022_NIR0022G_PRD_1045_102133375_O1",2.6708,2.249,3.3343
"SABL_COMBO2022_NIR0022G_PRD_1046_102133376_O1",2.6515,2.2487,3.1781
"SABL_COMBO2022_NIR0022G_PRD_1047_102133377_O1",7.6846,6.4373,9.1403
"SABL_COMBO2022_NIR0022G_PRD_1048_102133378_O1",6.3128,5.4339,7.3381
"SABL_COMBO2022_NIR0022G_PRD_1049_102133379_O1",3.3622,2.553,4.0972
"SABL_COMBO2022_NIR0022G_PRD_1050_102189496_O1",16.0165,13.3054,18.4138
"SABL_COMBO2022_NIR0022G_PRD_1052_102133382_O1",14.6755,12.8901,16.6403
"SABL_COMBO2022_NIR0022G_PRD_1053_102133383_O1",31.3528,28.38,35.2824
"SABL_COMBO2022_NIR0022G_PRD_1054_102133384_O1",2.1251,1.7415,2.628
"SABL_COMBO2022_NIR0022G_PRD_1055_102133385_O1",4.1885,3.4092,5.1507
"SABL_COMBO2022_NIR0022G_PRD_1056_102133386_O1",2.4847,2.1171,2.8569
"SABL_COMBO2022_NIR0022G_PRD_1057_102133387_O1",7.1118,5.8336,8.6306
"SABL_COMBO2022_NIR0022G_PRD_1059_102133389_O1",67.9926,60.6288,81.0838
"SABL_COMBO2022_NIR0022G_PRD_1060_102133390_O1",14.5688,12.3381,16.6926
"SABL_COMBO2022_NIR0022G_PRD_1061_102133391_O1",25.2969,22.1572,29.3824
"SABL_COMBO2022_NIR0022G_PRD_1062_102133392_O1",2.6859,2.2506,3.3016
"SABL_COMBO2022_NIR0022G_PRD_1063_102133393_O1",6.2544,3.9758,10.2242
"SABL_COMBO2022_NIR0022G_PRD_1064_102133394_O1",3.0308,2.4753,3.7364
"SABL_COMBO2022_NIR0022G_PRD_1065_102133395_O1",2.4928,1.6459,3.1441
"SABL_COMBO2022_NIR0022G_PRD_1066_102133396_O1",1.2742,1.0023,1.534
"SABL_COMBO2022_NIR0022G_PRD_1067_102133397_O1",1.3169,1.0934,1.5711
"SABL_COMBO2022_NIR0022G_PRD_1068_102133398_O1",43.7105,37.0174,49.2028
"SABL_COMBO2022_NIR0022G_PRD_1069_102133399_O1",21.1547,18.3896,24.6438
"SABL_COMBO2022_NIR0022G_PRD_1070_102133400_O1",58.4103,49.8338,80.6659
"SABL_COMBO2022_NIR0022G_PRD_1071_102133401_O1",55.5558,49.2273,60.7488
"SABL_COMBO2022_NIR0022G_PRD_1072_102133402_O1",11.2017,9.4692,12.9551
"SABL_COMBO2022_NIR0022G_PRD_1073_102133403_O1",21.1162,17.805,24.7041
"SABL_COMBO2022_NIR0022G_PRD_1074_102133404_O1",8.9246,7.4936,10.9774
"SABL_COMBO2022_NIR0022G_PRD_1075_102133405_O1",19.3544,17.375,21.6117
"SABL_COMBO2022_NIR0022G_PRD_1076_102133406_O1",22.3275,19.3436,26.3128
"SABL_COMBO2022_NIR0022G_PRD_1077_102133407_O1",12.8933,10.7559,14.7811
"SABL_COMBO2022_NIR0022G_PRD_1078_102133408_O1",16.4441,13.39,19.1694
"SABL_COMBO2022_NIR0022G_PRD_1079_102133409_O1",23.0242,20.9142,25.4759
"SABL_COMBO2022_NIR0022G_PRD_1081_102133411_O1",3.0347,2.4173,3.8881
"SABL_COMBO2022_NIR0022G_PRD_1082_102133412_O1",2.1693,1.8764,2.5104
"SABL_COMBO2022_NIR0022G_PRD_1084_102133414_O1",6.1437,5.1433,7.1703
"SABL_COMBO2022_NIR0022G_PRD_1086_102133416_O1",42.6175,36.5396,50.5243
"SABL_COMBO2022_NIR0022G_PRD_1087_102133417_O1",21.515,18.2503,25.1877
"SABL_COMBO2022_NIR0022G_PRD_1088_102133418_O1",18.9983,16.812,21.2745
"SABL_COMBO2022_NIR0022G_PRD_1089_102133419_O1",21.22,18.1125,24.2397
"SABL_COMBO2022_NIR0022G_PRD_1090_102133420_O1",60.226,52.7858,67.0255
"SABL_COMBO2022_NIR0022G_PRD_1091_102174971_O1",5.7204,4.9819,6.7686
"SABL_COMBO2022_NIR0022G_PRD_1092_102174972_O1",6.2019,5.3808,7.3042
"SABL_COMBO2022_NIR0022G_PRD_1093_102174973_O1",5.6429,4.884,6.5835
"SABL_COMBO2022_NIR0022G_PRD_1094_102174974_O1",6.1275,5.2207,7.1655
"SABL_COMBO2022_NIR0022G_PRD_1095_102187915_O1",2.3192,1.9678,2.6813
"SABL_COMBO2022_NIR0022G_PRD_1096_102187916_O1",1.9187,1.2329,2.3535
"SABL_COMBO2022_NIR0022G_PRD_1097_102187917_O1",3.2247,2.6266,4.1675
"SABL_COMBO2022_NIR0022G_PRD_1098_102187918_O1",2.4173,1.9177,3.0872
"SABL_COMBO2022_NIR0022G_PRD_1099_102187919_O1",2.389,1.9995,3.0239
"SABL_COMBO2022_NIR0022G_PRD_1100_102187920_O1",3.5288,2.7618,4.5657
"SABL_COMBO2022_NIR0022G_PRD_781_102154251_O1",4.3779,3.2044,6.1535
"SABL_COMBO2022_NIR0022G_PRD_782_102154252_O1",2.0753,1.3191,2.6319
"SABL_COMBO2022_NIR0022G_PRD_783_102154253_O1",7.4017,6.1573,8.6054
"SABL_COMBO2022_NIR0022G_PRD_784_102154254_O1",7.5815,6.0946,9.1111
"SABL_COMBO2022_NIR0022G_PRD_785_102154255_O1",8.9566,7.6791,10.4311
"SABL_COMBO2022_NIR0022G_PRD_786_102154256_O1",2.0077,1.687,2.3191
"SABL_COMBO2022_NIR0022G_PRD_787_102154257_O1",3.7217,2.6587,5.1215
"SABL_COMBO2022_NIR0022G_PRD_788_102154258_O1",1.9951,1.6798,2.3481
"SABL_COMBO2022_NIR0022G_PRD_789_102154259_O1",7.0691,5.217,8.7209
"SABL_COMBO2022_NIR0022G_PRD_790_102154260_O1",11.3003,8.2391,14.7086
"SABL_COMBO2022_NIR0022G_PRD_791_102154261_O1",9.5616,7.6619,11.4649
"SABL_COMBO2022_NIR0022G_PRD_792_102154262_O1",7.2276,6.1021,8.522
"SABL_COMBO2022_NIR0022G_PRD_793_102154263_O1",2.2962,1.9777,2.9915
"SABL_COMBO2022_NIR0022G_PRD_794_102154264_O1",2.5807,2.0269,3.3457
"SABL_COMBO2022_NIR0022G_PRD_795_102154265_O1",9.5443,7.9959,11.2794
"SABL_COMBO2022_NIR0022G_PRD_796_102154266_O1",2.471,1.85,3.2111
"SABL_COMBO2022_NIR0022G_PRD_797_102154267_O1",2.661,2.1848,3.4267
"SABL_COMBO2022_NIR0022G_PRD_798_102154268_O1",2.2028,1.7891,2.5312
"SABL_COMBO2022_NIR0022G_PRD_799_102154269_O1",10.1942,8.4943,12.0646
"SABL_COMBO2022_NIR0022G_PRD_800_102154270_O1",2.6642,2.2573,3.3075
"SABL_COMBO2022_NIR0022G_PRD_801_102154271_O1",1.1531,0.8564,1.3946
"SABL_COMBO2022_NIR0022G_PRD_802_102154272_O1",0.9933,0.5613,1.2606
"SABL_COMBO2022_NIR0022G_PRD_803_102154273_O1",2.0155,1.6522,2.3423
"SABL_COMBO2022_NIR0022G_PRD_804_102154274_O1",7.7772,6.1336,9.2846
"SABL_COMBO2022_NIR0022G_PRD_805_102154275_O1",7.0425,5.793,8.529
"SABL_COMBO2022_NIR0022G_PRD_808_102154278_O1",8.3889,7.0731,10.0826
"SABL_COMBO2022_NIR0022G_PRD_809_102154279_O1",2.4146,2.0742,3.0438
"SABL_COMBO2022_NIR0022G_PRD_810_102154280_O1",7.0211,6.0449,8.0593
"SABL_COMBO2022_NIR0022G_PRD_811_102187561_O1",2.207,1.8644,2.5714
"SABL_COMBO2022_NIR0022G_PRD_812_102187562_O1",2.2668,1.9152,2.7062
"SABL_COMBO2022_NIR0022G_PRD_813_102187563_O1",2.887,2.3382,3.6412
"SABL_COMBO2022_NIR0022G_PRD_814_102187564_O1",7.2697,6.0953,8.4809
"SABL_COMBO2022_NIR0022G_PRD_815_102187565_O1",9.0856,7.5937,10.5373
"SABL_COMBO2022_NIR0022G_PRD_816_102187566_O1",7.2999,5.9148,8.5677
"SABL_COMBO2022_NIR0022G_PRD_817_102187567_O1",8.1833,7.0096,9.5972
"SABL_COMBO2022_NIR0022G_PRD_818_102187568_O1",12.4145,9.6905,14.6419
"SABL_COMBO2022_NIR0022G_PRD_820_102187570_O1",20.4584,18.291,22.8734
"SABL_COMBO2022_NIR0022G_PRD_821_102187571_O1",23.5979,20.2406,27.4192
"SABL_COMBO2022_NIR0022G_PRD_822_102187572_O1",5.352,4.2286,6.3176
"SABL_COMBO2022_NIR0022G_PRD_823_102187573_O1",5.0765,3.8174,6.5437
"SABL_COMBO2022_NIR0022G_PRD_824_102187574_O1",5.0858,4.3491,5.9708
"SABL_COMBO2022_NIR0022G_PRD_825_102187575_O1",5.5004,4.6521,6.4886
"SABL_COMBO2022_NIR0022G_PRD_826_102187576_O1",24.317,21.9071,26.9895
"SABL_COMBO2022_NIR0022G_PRD_827_102187577_O1",3.8092,2.7735,4.8786
"SABL_COMBO2022_NIR0022G_PRD_828_102187578_O1",6.1638,4.8494,7.6031
"SABL_COMBO2022_NIR0022G_PRD_829_102187579_O1",2.0045,1.7031,2.3106
"SABL_COMBO2022_NIR0022G_PRD_830_102187580_O1",2.6551,2.1472,3.6796
"SABL_COMBO2022_NIR0022G_PRD_831_102187581_O1",2.2131,1.8696,2.552
"SABL_COMBO2022_NIR0022G_PRD_832_102187582_O1",1.2146,0.8555,1.4585
"SABL_COMBO2022_NIR0022G_PRD_833_102187583_O1",1.8273,1.3176,3.1081
"SABL_COMBO2022_NIR0022G_PRD_834_102187584_O1",1.1834,0.8415,1.4114
"SABL_COMBO2022_NIR0022G_PRD_835_102187585_O1",6.6688,5.8101,7.7945
"SABL_COMBO2022_NIR0022G_PRD_836_102187586_O1",1.9616,1.6271,2.4348
"SABL_COMBO2022_NIR0022G_PRD_837_102187587_O1",5.6775,4.9878,6.6339
"SABL_COMBO2022_NIR0022G_PRD_838_102187588_O1",5.0073,4.232,6.0249
"SABL_COMBO2022_NIR0022G_PRD_839_102187589_O1",5.8296,4.76,6.9353
"SABL_COMBO2022_NIR0022G_PRD_841_102187591_O1",2.6987,2.1886,3.3653
"SABL_COMBO2022_NIR0022G_PRD_842_102187592_O1",6.8985,5.6595,8.5281
"SABL_COMBO2022_NIR0022G_PRD_843_102187593_O1",4.1495,3.2831,5.193
"SABL_COMBO2022_NIR0022G_PRD_844_102187594_O1",6.7313,5.5983,8.054
"SABL_COMBO2022_NIR0022G_PRD_845_102187595_O1",5.106,4.1716,6.085
"SABL_COMBO2022_NIR0022G_PRD_846_102187596_O1",5.3371,4.5404,6.1761
"SABL_COMBO2022_NIR0022G_PRD_848_102187598_O1",14.0561,11.8232,16.3074
"SABL_COMBO2022_NIR0022G_PRD_849_102187599_O1",13.2564,11.2278,15.2573
"SABL_COMBO2022_NIR0022G_PRD_850_102187600_O1",13.5788,11.8332,15.5099
"SABL_COMBO2022_NIR0022G_PRD_851_102187601_O1",3.3689,2.6657,4.3327
"SABL_COMBO2022_NIR0022G_PRD_852_102187602_O1",19.871,16.3213,23.9996
"SABL_COMBO2022_NIR0022G_PRD_853_102187603_O1",4.9376,4.0644,5.6965
"SABL_COMBO2022_NIR0022G_PRD_854_102187604_O1",8.0956,6.8797,9.5221
"SABL_COMBO2022_NIR0022G_PRD_855_102187605_O1",4.1064,2.4561,8.3347
"SABL_COMBO2022_NIR0022G_PRD_856_102187606_O1",4.976,4.222,5.9624
"SABL_COMBO2022_NIR0022G_PRD_857_102187607_O1",12.0416,10.0928,14.1592
"SABL_COMBO2022_NIR0022G_PRD_858_102187608_O1",7.026,5.7934,8.5683
"SABL_COMBO2022_NIR0022G_PRD_859_102187609_O1",7.1073,5.8434,8.2622
"SABL_COMBO2022_NIR0022G_PRD_860_102187610_O1",57.6065,50.0418,65.9023
"SABL_COMBO2022_NIR0022G_PRD_861_102187611_O1",6.4853,4.3175,9.6904
"SABL_COMBO2022_NIR0022G_PRD_862_102187612_O1",3.6023,2.9624,4.5431
"SABL_COMBO2022_NIR0022G_PRD_863_102187613_O1",2.1206,1.8171,2.5302
"SABL_COMBO2022_NIR0022G_PRD_864_102187614_O1",5.9006,4.9547,6.8767
